ID,Created,Ticket ID,Duplicate,Alarm Date,Alarm Time,Alarm Date formatted,alarm_date_time,Alarm Date Time,Day of Alarm,Month of Alarm,Month of Alarm Text,Year of Alarm,Year Month of Alarm,Time of Alarm,ampm,Alarm Time formatted,Site Address ID,Site Name,State (from State),Responsible Party Short,Reason for Activation,Type of Activation,Location of Alarm,Retailer Responsible,Contractor Responsible,Shop Number,Area / Zone Description,AFA Code,Short Description (from AFA Codes),Chargeable (from AFA Codes)
272,45322.26834,WF0272,,7/30/23,5:22:00 PM,30/07/2023,2023-07-30 17:22 PM,30/07/2023 17:22 PM,30,7,Jul,2023,2023-07,5:22:00 AM,pm,5:22:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,General Public,General public nuisance (e.g. Break glass),Smoke/Thermal,Back of house,,,,R05 disable toilet.,"758 - Simulated conditions – eg incense, candles, sparklers, smoke machine, smokers materials, etc",Simulated conditions e.g. Smoke machine,Yes
267,45322.26834,WF0267,,7/25/23,5:34:00 PM,25/07/2023,2023-07-25 17:34 PM,25/07/2023 17:34 PM,25,7,Jul,2023,2023-07,5:34:00 AM,pm,5:34:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Speciality Retail,Zimmerman,,4040,,"768 - Alarm activation due to steam – eg shower, bath, sauna, kettle, steam room, etc",Steam,Yes
259,45322.26834,WF0259,,7/20/23,12:20:00 PM,20/07/2023,45127.51389,45127.51389,20,7,Jul,2023,2023-07,12:20:00 PM,pm,12:20:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,General Public,General public nuisance (e.g. Break glass),Smoke/Thermal,Back of house,,,,inside LEVEL 1 Disable Toilet,751 - Smoke detector operated – no fire – smoke from external source – eg bushfire,Smoke detector operated,
257,45322.26834,WF0257,,7/19/23,2:13:00 PM,19/07/2023,2023-07-19 14:13 PM,19/07/2023 14:13 PM,19,7,Jul,2023,2023-07,2:13:00 AM,pm,2:13:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
255,45322.26834,WF0255,,7/14/23,5:53:00 AM,14/07/2023,45121.24514,45121.24514,14,7,Jul,2023,2023-07,5:53:00 AM,am,5:53:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Common mall,,,,Woolworths corridor entry,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
246,45322.26834,WF0246,,7/05/2023,6:34:00 PM,5/07/2023,2023-07-05 18:34 PM,05/07/2023 18:34 PM,5,7,Jul,2023,2023-07,6:34:00 AM,pm,6:34:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Back of house,Ippudo,,5021,RO5 BOH,"756 - Cooking fumes – eg toast, foodstuffs, etc",Cooking fumes,Yes
240,45322.26834,WF0240,,7/02/2023,11:23:00 PM,2/07/2023,2023-07-02 23:23 PM,02/07/2023 23:23 PM,2,7,Jul,2023,2023-07,11:23:00 AM,pm,11:23:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Back of house,,,,BO1 CORRIDOOR LEADING TO KITCHEN,"756 - Cooking fumes – eg toast, foodstuffs, etc",Cooking fumes,Yes
236,45322.26834,WF0236,,7/02/2023,2:15:00 AM,2/07/2023,45109.09375,45109.09375,2,7,Jul,2023,2023-07,2:15:00 AM,am,2:15:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,Poor maintenance,Smoke/Thermal,Common mall,,,,AZF 115 outside Bakers Delight,"738 - Alarm system suspected malfunction – eg fault in wiring, alarm panel, poor maintenance",Alarm system suspected malfunction,Yes
233,45322.26834,WF0233,,6/26/23,4:59:00 PM,26/06/2023,2023-06-26 16:59 PM,26/06/2023 16:59 PM,26,6,Jun,2023,2023-06,4:59:00 AM,pm,4:59:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Contractor,Accidental tenant/de-fit contractor activation (e.g. Construction dust from fit-out),Smoke/Thermal,Major Tenant,Laser Clinic australia,Active Ref company,2014,,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
232,45322.26834,WF0232,,6/26/23,8:59:00 AM,26/06/2023,45103.37431,45103.37431,26,6,Jun,2023,2023-06,8:59:00 AM,am,8:59:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Speciality Retail,Planet Mino,Planet Mino,1273,Kitchen,"756 - Cooking fumes – eg toast, foodstuffs, etc",Cooking fumes,Yes
231,45322.26834,WF0231,,6/23/23,2:58:00 PM,23/06/2023,2023-06-23 14:58 PM,23/06/2023 14:58 PM,23,6,Jun,2023,2023-06,2:58:00 AM,pm,2:58:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Back of house,,,,B01 Tower Kitchen area near Staff toilets,"756 - Cooking fumes – eg toast, foodstuffs, etc",Cooking fumes,Yes
229,45322.26834,WF0229,,6/23/23,7:54:00 AM,23/06/2023,45100.32917,45100.32917,23,6,Jun,2023,2023-06,7:54:00 AM,am,7:54:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
228,45322.26834,WF0228,,6/22/23,1:31:00 PM,22/06/2023,2023-06-22 13:31 PM,22/06/2023 13:31 PM,22,6,Jun,2023,2023-06,1:31:00 AM,pm,1:31:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Back of house,Planet Mino,Planet Mino,1272,Zone B Planet Mino,"756 - Cooking fumes – eg toast, foodstuffs, etc",Cooking fumes,Yes
207,45322.26834,WF0207,,6/10/2023,7:25:00 AM,10/06/2023,45087.30903,45087.30903,10,6,Jun,2023,2023-06,7:25:00 AM,am,7:25:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Major Tenant,Zara,,2027,,,,
194,45322.26834,WF0194,,6/03/2023,10:24:00 AM,3/06/2023,45080.43333,45080.43333,3,6,Jun,2023,2023-06,10:24:00 AM,am,10:24:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Sprinkler head/pipe,Major Tenant,Babylon,,7002,,,,
192,45322.26834,WF0192,,6/03/2023,9:19:00 AM,3/06/2023,45080.38819,45080.38819,3,6,Jun,2023,2023-06,9:19:00 AM,am,9:19:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
190,45322.26834,WF0190,,6/03/2023,1:45:00 AM,3/06/2023,45080.07292,45080.07292,3,6,Jun,2023,2023-06,1:45:00 AM,am,1:45:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Major Tenant,Kmart,,1000p,,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
189,45322.26834,WF0189,,6/02/2023,9:41:00 PM,2/06/2023,2023-06-02 21:41 PM,02/06/2023 21:41 PM,2,6,Jun,2023,2023-06,9:41:00 AM,pm,9:41:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Speciality Retail,Babylon,,Shop 7002/2,,,,
186,45322.26834,WF0186,,6/01/2023,12:55:00 PM,1/06/2023,45078.53819,45078.53819,1,6,Jun,2023,2023-06,12:55:00 PM,pm,12:55:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Contractor,"Accidental Westfield contractor activation (e.g. Fire, cleaner, plumber etc)",Flow Switch,Valve room,,ARA Fire,,"Ground level, Zone C near HCF - Valve room 5",764 - Incorrect operation/service by servicing company personnel,Incorrect operation,Yes
184,45322.26834,WF0184,,5/31/23,8:52:00 PM,31/05/2023,2023-05-31 20:52 PM,31/05/2023 20:52 PM,31,5,May,2023,2023-05,8:52:00 AM,pm,8:52:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,Poor maintenance,Smoke/Thermal,Back of house,,,,AZF 102 lift 11,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
178,45322.26834,WF0178,,5/26/23,10:04:00 AM,26/05/2023,45072.41944,45072.41944,26,5,May,2023,2023-05,10:04:00 AM,am,10:04:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Major Tenant,Zara,,Shop 2027,,,,
167,45322.26834,WF0167,,5/16/23,9:12:00 PM,16/05/2023,2023-05-16 21:12 PM,16/05/2023 21:12 PM,16,5,May,2023,2023-05,9:12:00 AM,pm,9:12:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Contractor,"Accidental Westfield contractor activation (e.g. Fire, cleaner, plumber etc)",Other,Loading dock,,ARA,,,,,
161,45322.26834,WF0161,,5/14/23,5:54:00 PM,14/05/2023,2023-05-14 17:54 PM,14/05/2023 17:54 PM,14,5,May,2023,2023-05,5:54:00 AM,pm,5:54:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Common mall,,,,"Ground floor, Zone C Opposite Michael hill jewellers",732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
157,45322.26834,WF0157,,5/13/23,1:51:00 AM,13/05/2023,45059.07708,45059.07708,13,5,May,2023,2023-05,1:51:00 AM,am,1:51:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Contractor,"Accidental Westfield contractor activation (e.g. Fire, cleaner, plumber etc)",Smoke/Thermal,Common mall,,Millennium,,"Zone B jacaranda, in front of three beans",765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
145,45322.26834,WF0145,,5/02/2023,6:37:00 PM,2/05/2023,2023-05-02 18:37 PM,02/05/2023 18:37 PM,2,5,May,2023,2023-05,6:37:00 AM,pm,6:37:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Speciality Retail,Zimmerman,,4040,,"758 - Simulated conditions – eg incense, candles, sparklers, smoke machine, smokers materials, etc",Simulated conditions e.g. Smoke machine,Yes
144,45322.26834,WF0144,,5/02/2023,10:38:00 AM,2/05/2023,45048.44306,45048.44306,2,5,May,2023,2023-05,10:38:00 AM,am,10:38:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Common mall,Gozman and Gomez,n/a,,Level R05 Back of house near goods lifts,"756 - Cooking fumes – eg toast, foodstuffs, etc",Cooking fumes,Yes
134,45322.26834,WF0134,,4/24/23,12:46:00 PM,24/04/2023,45040.53194,45040.53194,24,4,Apr,2023,2023-04,12:46:00 PM,pm,12:46:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,General Public,General public nuisance (e.g. Break glass),Smoke/Thermal,Back of house,N/A,N/A,N/A,BOH corridor behind Zing Pop Culture and Girdlers Store Room and Chirstmas Storage.,100 - An actual fire reported by the activation of an AFA detection or fire sprinkler system,An actual fire,
133,45322.26834,WF0133,,4/23/23,2:35:00 PM,23/04/2023,2023-04-23 14:35 PM,23/04/2023 14:35 PM,23,4,Apr,2023,2023-04,2:35:00 AM,pm,2:35:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Common mall,N/A,N/A,N/A,Smoke Detector outside Three Beans Cafe on Ground Level,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
132,45322.26834,WF0132,,4/23/23,10:57:00 AM,23/04/2023,45039.45625,45039.45625,23,4,Apr,2023,2023-04,10:57:00 AM,am,10:57:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Major Tenant,Kmart,Chubb Fire,,"Ground Level, Zone 6 (Next to Goldmark)",732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
131,45322.26834,WF0131,,4/23/23,9:56:00 AM,23/04/2023,45039.41389,45039.41389,23,4,Apr,2023,2023-04,9:56:00 AM,am,9:56:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,Smoke or heat detector suspected malfunction,Smoke/Thermal,Major Tenant,Kmart,Chubb Fire,,"Ground Level, Zone 6 (Next to Goldmark Store)",732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
112,45322.26834,WF0112,,4/14/23,8:14:00 PM,14/04/2023,2023-04-14 20:14 PM,14/04/2023 20:14 PM,14,4,Apr,2023,2023-04,8:14:00 AM,pm,8:14:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Major Tenant,Kmart,N/A,Shop 1000,Kmart,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
105,45322.26834,WF0105,,4/11/2023,9:35:00 PM,11/04/2023,2023-04-11 21:35 PM,11/04/2023 21:35 PM,11,4,Apr,2023,2023-04,9:35:00 AM,pm,9:35:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Contractor,Accidental tenant/de-fit contractor activation (e.g. Construction dust from fit-out),Smoke/Thermal,Back of house,Revo Fitness,Revo Fitness/Versafit (contractors working for retailer),,R05 BOH corridor leading to Goods Lifts 13/14,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
99,45322.26834,WF0099,,4/07/2023,4:21:00 PM,7/04/2023,2023-04-07 16:21 PM,07/04/2023 16:21 PM,7,4,Apr,2023,2023-04,4:21:00 AM,pm,4:21:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,General Public,General public accidental activation (e.g. Damaged sprinkler),Smoke/Thermal,Common mall,,,,R06 Disability Toilet,"767 - Alarm activation due to aerosol use – eg hair spray, insecticides, etc","Aerosol, hair spray",Yes
90,45322.26834,WF0090,,4/01/2023,12:07:00 AM,1/04/2023,45017.00486,45017.00486,1,4,Apr,2023,2023-04,12:07:00 PM,am,12:07:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,External Event,External fire or council or water supply authority issues or power surge or outage,Sprinkler head/pipe,Common mall,,,,Valve room 5 near Kmart,706 - Council or water supply authority causes pressure fluctuation through water mains,Supply pressure fluctuation,
88,45322.26834,WF0088,,3/30/23,8:20:00 AM,30/03/2023,45015.34722,45015.34722,30,3,Mar,2023,2023-03,8:20:00 AM,am,8:20:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Internal Event,Smoke or heat detector suspected malfunction,Smoke/Thermal,Back of house,N/A,N/A,BOH Zone 2 R03,Level 3 Zone 2,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
85,45322.26834,WF0085,,3/28/23,11:28:00 AM,28/03/2023,45013.47778,45013.47778,28,3,Mar,2023,2023-03,11:28:00 AM,am,11:28:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Contractor,"Accidental Westfield contractor activation (e.g. Fire, cleaner, plumber etc)",Pressure Switch,Valve room,,N/A,,Level 1,731 - Sprinkler suspected malfunction – eg loss of pressure and equipment faults,Sprinkler suspected malfunction,Yes
79,45322.26834,WF0079,,3/26/23,6:41:00 AM,26/03/2023,45011.27847,45011.27847,26,3,Mar,2023,2023-03,6:41:00 AM,am,6:41:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,General Public,General public accidental activation (e.g. Damaged sprinkler),Smoke/Thermal,Common mall,,,,Level 1 Arena Cove,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
70,45322.26834,WF0070,,3/21/23,5:26:00 PM,21/03/2023,2023-03-21 17:26 PM,21/03/2023 17:26 PM,21,3,Mar,2023,2023-03,5:26:00 AM,pm,5:26:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Speciality Retail,Zimmerman,N/A,4040/1,R04,"768 - Alarm activation due to steam – eg shower, bath, sauna, kettle, steam room, etc",Steam,Yes
69,45322.26834,WF0069,,3/21/23,5:43:00 AM,21/03/2023,45006.23819,45006.23819,21,3,Mar,2023,2023-03,5:43:00 AM,am,5:43:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Major Tenant,Coles,,N/A,Bakery area,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
68,45322.26834,WF0068,,3/19/23,3:20:00 PM,19/03/2023,2023-03-19 15:20 PM,19/03/2023 15:20 PM,19,3,Mar,2023,2023-03,3:20:00 AM,pm,3:20:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Retailer,"Activation as a result of tenant activity (e.g. Burnt toast, steam, cooking)",Smoke/Thermal,Speciality Retail,Sass & Bide,Shop staff Alice,4023,R04,"752 - Heat detector operated – no fire – eg heat from oven, dryer, heater, hair straightener, etc",Heat detector operated,Yes
64,45322.26834,WF0064,,3/15/23,12:39:00 AM,15/03/2023,45000.02708,45000.02708,15,3,Mar,2023,2023-03,12:39:00 PM,am,12:39:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Contractor,"Accidental Westfield contractor activation (e.g. Fire, cleaner, plumber etc)",Smoke/Thermal,Car Park,,Millenium,,,765 - Alarm activation due to workers/occupier activities,Worker/occupier activity,Yes
61,45322.26834,WF0061,,3/13/23,8:49:00 PM,13/03/2023,2023-03-13 20:49 PM,13/03/2023 20:49 PM,13,3,Mar,2023,2023-03,8:49:00 AM,pm,8:49:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Common mall,,,,"Ground floor, Zone C From flower child to Anaconda.","738 - Alarm system suspected malfunction – eg fault in wiring, alarm panel, poor maintenance",Alarm system suspected malfunction,Yes
56,45322.26834,WF0056,,2/24/23,9:24:00 AM,24/02/2023,44981.39167,44981.39167,24,2,Feb,2023,2023-02,9:24:00 AM,am,9:24:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Common mall,,,,3 Beans cafe,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
52,45322.26834,WF0052,,2/21/23,6:00:00 AM,21/02/2023,44978.25,44978.25,21,2,Feb,2023,2023-02,6:00:00 AM,am,6:00:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
51,45322.26834,WF0051,,2/21/23,4:50:00 AM,21/02/2023,44978.20139,44978.20139,21,2,Feb,2023,2023-02,4:50:00 AM,am,4:50:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Sprinkler head/pipe,Speciality Retail,Ex Sabbaba,N/A,5010,Zone 2,731 - Sprinkler suspected malfunction – eg loss of pressure and equipment faults,Sprinkler suspected malfunction,Yes
50,45322.26834,WF0050,,2/21/23,12:15:00 AM,21/02/2023,44978.01042,44978.01042,21,2,Feb,2023,2023-02,12:15:00 PM,am,12:15:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Speciality Retail,Endota Spa,,N/A,,"766 - Alarm activation due to poor building maintenance – eg dust, cobwebs, damage, insects, etc",Poor building maintenance,Yes
49,45322.26834,WF0049,,2/16/23,6:20:00 PM,16/02/2023,2023-02-16 18:20 PM,16/02/2023 18:20 PM,16,2,Feb,2023,2023-02,6:20:00 AM,pm,6:20:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Retailer,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Speciality Retail,Endota spa,,1078,,"738 - Alarm system suspected malfunction – eg fault in wiring, alarm panel, poor maintenance",Alarm system suspected malfunction,Yes
46,45322.26834,WF0046,,2/13/23,4:19:00 AM,13/02/2023,44970.17986,44970.17986,13,2,Feb,2023,2023-02,4:19:00 AM,am,4:19:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
45,45322.26834,WF0045,,2/12/2023,5:27:00 PM,12/02/2023,2023-02-12 17:27 PM,12/02/2023 17:27 PM,12,2,Feb,2023,2023-02,5:27:00 AM,pm,5:27:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Common mall,,,,P5 Yellow entry doors.,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
42,45322.26834,WF0042,,2/09/2023,5:21:00 AM,9/02/2023,44966.22292,44966.22292,9,2,Feb,2023,2023-02,5:21:00 AM,am,5:21:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,Internal Event,"Unknown cause of activation, engage Fire maintenance contractor to investigate",Smoke/Thermal,Back of house,,,,Level 2,732 - Smoke detector suspected malfunction eg continuous/intermittent fault in detector or FIP,Smoke detector suspected malfunction,Yes
28,45322.26834,WF0028,,1/14/23,6:03:00 PM,14/01/2023,2023-01-14 18:03 PM,14/01/2023 18:03 PM,14,1,Jan,2023,2023-01,6:03:00 AM,pm,6:03:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
24,45322.26834,WF0024,,1/09/2023,4:27:00 PM,9/01/2023,2023-01-09 16:27 PM,09/01/2023 16:27 PM,9,1,Jan,2023,2023-01,4:27:00 AM,pm,4:27:00 PM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
21,45322.26834,WF0021,,12/30/22,4:43:00 AM,30/12/2022,44925.19653,44925.19653,30,12,Dec,2022,2022-12,4:43:00 AM,am,4:43:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,,,,,,,,,,,
17,45322.26834,WF0017,,12/22/22,9:49:00 AM,22/12/2022,44917.40903,44917.40903,22,12,Dec,2022,2022-12,9:49:00 AM,am,9:49:00 AM,464455,DO05xnc9uzEwZ1OvRGSP,NSW,,,,,,,,,,,
15,45322.26834,WF0015,,12/21/22,4:45:00 PM,21/12/2022,2022-12-21 16:45 PM,21/12/2022 16:45 PM,21,12,Dec,2022,2022-12,4:45:00 AM,pm,4:45:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,,,,,,,,,,,
12,45322.26834,WF0012,,12/13/22,4:06:00 AM,13/12/2022,44908.17083,44908.17083,13,12,Dec,2022,2022-12,4:06:00 AM,am,4:06:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,,,,,,,,,,,
7,45322.26834,WF0007,,12/10/2022,2:22:00 PM,10/12/2022,2022-12-10 14:22 PM,10/12/2022 14:22 PM,10,12,Dec,2022,2022-12,2:22:00 AM,pm,2:22:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,,,,,,,,,,,
5,45322.26834,WF0005,,12/08/2022,3:28:00 PM,8/12/2022,2022-12-08 15:28 PM,08/12/2022 15:28 PM,8,12,Dec,2022,2022-12,3:28:00 AM,pm,3:28:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,,,,,,,,,,,
4,45322.26834,WF0004,,12/06/2022,9:42:00 PM,6/12/2022,2022-12-06 21:42 PM,06/12/2022 21:42 PM,6,12,Dec,2022,2022-12,9:42:00 AM,pm,9:42:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,,,,,,,,,,,
2,45322.26834,WF0002,,12/06/2022,8:42:00 PM,6/12/2022,2022-12-06 20:42 PM,06/12/2022 20:42 PM,6,12,Dec,2022,2022-12,8:42:00 AM,pm,8:42:00 PM,49441,2Tr2L4zySEteWDtCqgkc,NSW,,,,,,,,,,,
1,45322.26834,WF0001,,12/06/2022,4:34:00 AM,6/12/2022,44901.19028,44901.19028,6,12,Dec,2022,2022-12,4:34:00 AM,am,4:34:00 AM,49441,2Tr2L4zySEteWDtCqgkc,NSW,,,,,,,,,,,
